question_id,image_id,question_type,question,wording_pattern,canonical_target,ground_truth,prediction,confidence,confidence_range,count_bucket,model_used,fallback_used,endpoint_error
25529,255,count,What is the amount of parkings?,amount-of,scene,9,1,0.3889855146408081,0.00-0.49,6-10,RSVQA Specialist v1,False,
25542,255,presence,Is there a square water area on the left of a  water area?,is-there,water,no,yes,0.6210955381393433,0.50-0.74,n/a,RSVQA Specialist v1,False,
25543,255,comp,Are there less buildings than small roads in the image?,less-than,building vs road,yes,no,0.5972955822944641,0.50-0.74,n/a,RSVQA Specialist v1,False,
25548,255,presence,Is there a medium building in the image?,is-there,building,no,yes,0.9993305206298828,0.90-1.00,n/a,RSVQA Specialist v1,False,
25551,255,count,What is the amount of medium grass areas?,amount-of,grassland,25,7,0.07847175002098083,0.00-0.49,21-50,RSVQA Specialist v1,False,
25552,255,count,How many circular residential buildings at the top of a  grass area are there?,how-many,building,0,1,0.37867316603660583,0.00-0.49,0,RSVQA Specialist v1,False,
25553,255,presence,Is a square residential building present?,present,building,no,yes,0.9733981490135193,0.90-1.00,n/a,RSVQA Specialist v1,False,
25554,255,count,What is the amount of small residential buildings?,amount-of,building,141,201+,0.08590492606163025,0.00-0.49,101-200,RSVQA Specialist v1,False,
25558,255,comp,Are there more roads than buildings?,more-than,road vs building,yes,no,0.6273031234741211,0.50-0.74,n/a,RSVQA Specialist v1,False,
25559,255,count,What is the number of medium commercial buildings?,number-of,building,0,1,0.4860773980617523,0.00-0.49,0,RSVQA Specialist v1,False,
25571,255,presence,Is a circular residential building present?,present,building,no,yes,0.9960579872131348,0.90-1.00,n/a,RSVQA Specialist v1,False,
25573,255,count,What is the amount of large buildings?,amount-of,building,0,1,0.6216177940368652,0.50-0.74,0,RSVQA Specialist v1,False,
25575,255,count,What is the amount of square buildings?,amount-of,building,0,1,0.5477094054222107,0.50-0.74,0,RSVQA Specialist v1,False,
25577,255,count,What is the amount of small roads?,amount-of,road,233,116,0.11118432134389877,0.00-0.49,201+,RSVQA Specialist v1,False,
25578,255,presence,Is a circular grass area present?,present,grassland,yes,no,0.8250710368156433,0.75-0.89,n/a,RSVQA Specialist v1,False,
25581,255,count,How many circular buildings are there?,how-many,building,0,1,0.6073916554450989,0.50-0.74,0,RSVQA Specialist v1,False,
25584,255,count,What is the number of medium water areas?,number-of,water,2,1,0.34618207812309265,0.00-0.49,2-5,RSVQA Specialist v1,False,
25594,255,count,What is the amount of circular residential buildings in the image?,amount-of,building,0,1,0.5049116015434265,0.50-0.74,0,RSVQA Specialist v1,False,
25596,255,comp,Are there more residential buildings than water areas?,more-than,building vs water,no,yes,0.9739723801612854,0.90-1.00,n/a,RSVQA Specialist v1,False,
25603,255,count,What is the amount of commercial buildings at the top of a  road?,amount-of,building,1,2,0.14431600272655487,0.00-0.49,1,RSVQA Specialist v1,False,
25606,255,count,What is the number of water areas on the left of a  building?,number-of,water,16,17,0.11163997650146484,0.00-0.49,11-20,RSVQA Specialist v1,False,
25609,256,presence,Is there a large commercial building?,is-there,building,yes,no,0.7494487166404724,0.50-0.74,n/a,RSVQA Specialist v1,False,
25611,256,count,How many water areas are there?,how-many,water,78,31,0.053755927830934525,0.00-0.49,51-100,RSVQA Specialist v1,False,
25614,256,count,What is the amount of buildings?,amount-of,building,619,201+,0.9931220412254333,0.90-1.00,201+,RSVQA Specialist v1,False,
25620,256,count,How many roads are there?,how-many,road,79,93,0.03656893968582153,0.00-0.49,51-100,RSVQA Specialist v1,False,
25621,256,count,How many residential buildings are there?,how-many,building,598,201+,0.9847308397293091,0.90-1.00,201+,RSVQA Specialist v1,False,
25623,256,count,What is the amount of commercial buildings?,amount-of,building,15,6,0.10397540777921677,0.00-0.49,11-20,RSVQA Specialist v1,False,
25625,256,count,How many small commercial buildings are there?,how-many,building,7,3,0.24200180172920227,0.00-0.49,6-10,RSVQA Specialist v1,False,
25626,256,count,How many grass areas are there?,how-many,grassland,124,201+,0.2127823680639267,0.00-0.49,101-200,RSVQA Specialist v1,False,
25631,256,count,What is the number of rectangular grass areas?,number-of,grassland,13,12,0.07055007666349411,0.00-0.49,11-20,RSVQA Specialist v1,False,
25638,256,count,What is the amount of farmlands?,amount-of,agriculture,53,48,0.06311457604169846,0.00-0.49,51-100,RSVQA Specialist v1,False,
25639,256,presence,Is a circular water area present?,present,water,no,yes,0.598199188709259,0.50-0.74,n/a,RSVQA Specialist v1,False,
25646,256,count,How many large grass areas are there in the image?,how-many,grassland,84,201+,0.11333780735731125,0.00-0.49,51-100,RSVQA Specialist v1,False,
25651,256,count,How many medium water areas are there?,how-many,water,22,2,0.1920614093542099,0.00-0.49,21-50,RSVQA Specialist v1,False,
25659,256,count,What is the number of forests?,number-of,forest,17,30,0.055909205228090286,0.00-0.49,11-20,RSVQA Specialist v1,False,
25662,256,presence,Is a large residential building present?,present,building,yes,no,0.7472568154335022,0.50-0.74,n/a,RSVQA Specialist v1,False,
25664,256,count,What is the amount of medium commercial buildings?,amount-of,building,7,2,0.24402445554733276,0.00-0.49,6-10,RSVQA Specialist v1,False,
25665,256,count,How many rectangular commercial buildings are there?,how-many,building,8,3,0.2382126748561859,0.00-0.49,6-10,RSVQA Specialist v1,False,
25666,256,count,How many small grass areas are there?,how-many,grassland,13,12,0.0588206984102726,0.00-0.49,11-20,RSVQA Specialist v1,False,
25667,256,count,What is the number of large farmlands?,number-of,agriculture,52,47,0.17866002023220062,0.00-0.49,51-100,RSVQA Specialist v1,False,
25672,256,count,What is the number of rectangular water areas at the top of a  building?,number-of,water,19,9,0.19124917685985565,0.00-0.49,11-20,RSVQA Specialist v1,False,
25677,256,count,What is the number of large residential buildings?,number-of,building,5,0,0.824146568775177,0.75-0.89,2-5,RSVQA Specialist v1,False,
25679,256,count,What is the number of rectangular residential buildings in the image?,number-of,building,294,201+,0.9356069564819336,0.90-1.00,201+,RSVQA Specialist v1,False,
25683,256,count,What is the number of large commercial buildings?,number-of,building,1,0,0.8348879218101501,0.75-0.89,1,RSVQA Specialist v1,False,
25685,256,count,How many medium grass areas are there?,how-many,grassland,27,19,0.0533335879445076,0.00-0.49,21-50,RSVQA Specialist v1,False,
25686,256,count,What is the number of large water areas in the image?,number-of,water,17,1,0.20543283224105835,0.00-0.49,11-20,RSVQA Specialist v1,False,
25690,256,count,What is the number of small roads?,number-of,road,79,142,0.09543094784021378,0.00-0.49,51-100,RSVQA Specialist v1,False,
25691,256,count,What is the number of rectangular water areas?,number-of,water,19,5,0.12699949741363525,0.00-0.49,11-20,RSVQA Specialist v1,False,
25696,256,count,What is the amount of large buildings?,amount-of,building,7,1,0.4160214364528656,0.00-0.49,6-10,RSVQA Specialist v1,False,
25699,256,count,What is the amount of circular residential buildings?,amount-of,building,3,0,0.3596354126930237,0.00-0.49,2-5,RSVQA Specialist v1,False,
25701,256,count,What is the number of orchards in the image?,number-of,scene,15,4,0.08958116918802261,0.00-0.49,11-20,RSVQA Specialist v1,False,
25706,256,count,How many rectangular buildings are there?,how-many,building,304,201+,0.9317170977592468,0.90-1.00,201+,RSVQA Specialist v1,False,
25707,256,comp,Are there more medium roads than residential buildings?,more-than,road vs building,no,yes,0.6609521508216858,0.50-0.74,n/a,RSVQA Specialist v1,False,
25710,257,count,What is the amount of buildings?,amount-of,building,4064,201+,0.9978479146957397,0.90-1.00,201+,RSVQA Specialist v1,False,
25712,257,count,What is the amount of residential buildings?,amount-of,building,3921,201+,0.9987866282463074,0.90-1.00,201+,RSVQA Specialist v1,False,
25714,257,count,What is the amount of grass areas?,amount-of,grassland,255,201+,0.9119181036949158,0.90-1.00,201+,RSVQA Specialist v1,False,
25715,257,count,What is the amount of water areas?,amount-of,water,52,65,0.04322259500622749,0.00-0.49,51-100,RSVQA Specialist v1,False,
25718,257,count,What is the amount of roads?,amount-of,road,780,201+,0.989585816860199,0.90-1.00,201+,RSVQA Specialist v1,False,
25720,257,count,How many commercial buildings are there?,how-many,building,142,201+,0.2501600384712219,0.00-0.49,101-200,RSVQA Specialist v1,False,
25727,257,count,What is the amount of circular buildings?,amount-of,building,30,6,0.09290740638971329,0.00-0.49,21-50,RSVQA Specialist v1,False,
25728,257,presence,Is there a square grass area?,is-there,grassland,yes,no,0.5850390791893005,0.50-0.74,n/a,RSVQA Specialist v1,False,
25729,257,count,What is the number of rectangular buildings?,number-of,building,2319,201+,0.9973951578140259,0.90-1.00,201+,RSVQA Specialist v1,False,
25735,257,count,What is the amount of square residential buildings?,amount-of,building,30,6,0.10982454568147659,0.00-0.49,21-50,RSVQA Specialist v1,False,
25736,257,count,What is the number of large buildings?,number-of,building,7,6,0.13638031482696533,0.00-0.49,6-10,RSVQA Specialist v1,False,
25737,257,presence,Is a residential building at the bottom of a  square road present?,present,building,no,yes,0.9175001978874207,0.90-1.00,n/a,RSVQA Specialist v1,False,
25738,257,count,How many forests are there?,how-many,forest,104,201+,0.04118596017360687,0.00-0.49,101-200,RSVQA Specialist v1,False,
25740,257,count,What is the number of farmlands?,number-of,agriculture,4,11,0.04790638014674187,0.00-0.49,2-5,RSVQA Specialist v1,False,
25746,257,comp,Are there more commercial buildings than forests?,more-than,building vs forest,yes,no,0.8862705230712891,0.75-0.89,n/a,RSVQA Specialist v1,False,
25753,257,count,What is the amount of small buildings?,amount-of,building,4001,201+,0.9979220032691956,0.90-1.00,201+,RSVQA Specialist v1,False,
25775,257,count,How many large forests are there?,how-many,forest,10,14,0.06073283776640892,0.00-0.49,6-10,RSVQA Specialist v1,False,
25779,257,comp,Are there more square grass areas than water areas?,more-than,grassland vs water,no,yes,0.5534065961837769,0.50-0.74,n/a,RSVQA Specialist v1,False,
25781,257,count,What is the number of rectangular residential buildings?,number-of,building,2259,201+,0.9980607628822327,0.90-1.00,201+,RSVQA Specialist v1,False,
25782,257,count,What is the amount of small water areas?,amount-of,water,31,35,0.08374092727899551,0.00-0.49,21-50,RSVQA Specialist v1,False,
25783,257,count,How many woods are there?,how-many,forest,2,3,0.07492528110742569,0.00-0.49,2-5,RSVQA Specialist v1,False,
25788,257,count,How many parkings are there?,how-many,scene,12,7,0.11472627520561218,0.00-0.49,11-20,RSVQA Specialist v1,False,
25794,257,count,What is the amount of medium forests?,amount-of,forest,39,27,0.06297367811203003,0.00-0.49,21-50,RSVQA Specialist v1,False,
25795,257,count,How many medium residential buildings next to a  water area are there?,how-many,building,33,201+,0.12108038365840912,0.00-0.49,21-50,RSVQA Specialist v1,False,
25801,257,count,What is the number of small forests?,number-of,forest,55,28,0.0856083407998085,0.00-0.49,51-100,RSVQA Specialist v1,False,
25809,258,count,What is the number of roads?,number-of,road,203,201+,0.7408326864242554,0.50-0.74,201+,RSVQA Specialist v1,False,
25810,258,count,What is the number of buildings?,number-of,building,644,201+,0.9954074025154114,0.90-1.00,201+,RSVQA Specialist v1,False,
25812,258,count,What is the number of grass areas?,number-of,grassland,215,201+,0.6663599610328674,0.50-0.74,201+,RSVQA Specialist v1,False,
25813,258,count,What is the number of water areas?,number-of,water,40,47,0.044639673084020615,0.00-0.49,21-50,RSVQA Specialist v1,False,
25815,258,count,What is the number of forests?,number-of,forest,84,14,0.050928279757499695,0.00-0.49,51-100,RSVQA Specialist v1,False,
25819,258,count,What is the number of commercial buildings in the image?,number-of,building,34,4,0.0944102555513382,0.00-0.49,21-50,RSVQA Specialist v1,False,
25823,258,count,What is the amount of residential buildings?,amount-of,building,597,201+,0.997533917427063,0.90-1.00,201+,RSVQA Specialist v1,False,
25832,258,presence,Is a small commercial building next to a  rectangular road present?,present,building,no,yes,0.9802554845809937,0.90-1.00,n/a,RSVQA Specialist v1,False,
25854,258,count,What is the amount of water areas on the right of a  commercial building?,amount-of,water,15,17,0.04409884661436081,0.00-0.49,11-20,RSVQA Specialist v1,False,
25861,258,count,How many rectangular water areas are there?,how-many,water,9,10,0.10734906792640686,0.00-0.49,6-10,RSVQA Specialist v1,False,
25862,258,count,How many small commercial buildings are there in the image?,how-many,building,25,3,0.06968939304351807,0.00-0.49,21-50,RSVQA Specialist v1,False,
25863,258,count,How many medium buildings are there?,how-many,building,24,9,0.1216403990983963,0.00-0.49,21-50,RSVQA Specialist v1,False,
25874,258,count,What is the amount of rectangular commercial buildings?,amount-of,building,8,3,0.24893391132354736,0.00-0.49,6-10,RSVQA Specialist v1,False,
25876,258,count,What is the amount of large commercial buildings?,amount-of,building,3,1,0.38318055868148804,0.00-0.49,2-5,RSVQA Specialist v1,False,
25878,258,count,What is the number of medium residential buildings?,number-of,building,18,4,0.148122638463974,0.00-0.49,11-20,RSVQA Specialist v1,False,
25880,258,count,What is the number of circular water areas?,number-of,water,6,0,0.6500930190086365,0.50-0.74,6-10,RSVQA Specialist v1,False,
25884,258,count,What is the number of rectangular forests?,number-of,forest,19,8,0.09939075261354446,0.00-0.49,11-20,RSVQA Specialist v1,False,
25887,258,count,What is the amount of small residential buildings?,amount-of,building,577,201+,0.9979792237281799,0.90-1.00,201+,RSVQA Specialist v1,False,
25891,258,count,What is the amount of square buildings?,amount-of,building,9,1,0.3278045058250427,0.00-0.49,6-10,RSVQA Specialist v1,False,
25895,258,comp,Are there more small grass areas than commercial buildings?,more-than,grassland vs building,no,yes,0.5515443682670593,0.50-0.74,n/a,RSVQA Specialist v1,False,
25896,258,comp,Are there less forests than roads?,less-than,forest vs road,yes,no,0.5825888514518738,0.50-0.74,n/a,RSVQA Specialist v1,False,
25910,259,count,What is the amount of commercial buildings in the image?,amount-of,building,5,4,0.24210983514785767,0.00-0.49,2-5,RSVQA Specialist v1,False,
